y,z,rho,triangles,initial.mesh,Y,Z,name,vertices,attributes
-17,49,45.5,8781,TRUE,-1779.297,4895.509,vert3,4852,4852
-18,46,36.503,9881,TRUE,-1779.297,4737.038,vert1,4850,4850
-18,46,36.503,9881,TRUE,-1934.443,4627.222,vert2,4854,4854
-18,46,36.503,9881,TRUE,-1741.498,4519.134,vert3,4857,4857
-3,45,24.729,7643,TRUE,-415.816,4413.274,vert1,3473,3473
-3,45,24.729,7643,TRUE,-302.843,4530.678,vert2,4295,4295
-3,45,24.729,7643,TRUE,-490.436,4639.923,vert3,4845,4845
-4,48,32.55,3713,TRUE,-468.75,5000,vert1,1695,1695
-4,48,32.55,3713,TRUE,-587.891,4788.489,vert2,4844,4844
-4,48,32.55,3713,TRUE,-420.886,4833.728,vert3,4846,4846
-45,47,63.832,10714,TRUE,-4426.874,4703.413,vert1,5362,5362
-45,47,63.832,10714,TRUE,-4622.547,4708.7,vert2,5365,5365
-45,47,63.832,10714,TRUE,-4638.672,4878.268,vert3,5789,5789
-48,42,55.609,10733,TRUE,-4983.874,4319.451,vert1,5371,5371
-48,42,55.609,10733,TRUE,-4781.857,4338.797,vert2,5373,5373
-48,42,55.609,10733,TRUE,-4867.08,4164.285,vert3,5374,5374
-28,47,47.413,10289,TRUE,-2830.579,4617.084,vert1,5142,5142
-28,47,47.413,10289,TRUE,-2704.75,4798.792,vert2,5143,5143
-28,47,47.413,10289,TRUE,-2935.281,4803.379,vert3,5151,5151
-36,48,57.06,10639,TRUE,-3566.406,5000,vert1,5332,5332
-36,48,57.06,10639,TRUE,-3728.833,4817.771,vert2,5781,5781
-36,48,57.06,10639,TRUE,-3562.428,4735.589,vert3,5782,5782
-10,45,29.131,7714,TRUE,-1153.791,4450.01,vert1,3497,3497
-10,45,29.131,7714,TRUE,-882.017,4426.446,vert2,3498,3498
-10,45,29.131,7714,TRUE,-1000.547,4638.41,vert3,4133,4133
-9,50,41.913,7705,TRUE,-945.312,5000,vert1,3494,3494
-9,50,41.913,7705,TRUE,-1183.594,5000,vert2,4134,4134
-9,50,41.913,7705,TRUE,-826.171,5276.9,vert3,6998,6998
-7,43,23.811,7639,TRUE,-649.202,4284.27,vert1,3472,3472
-7,43,23.811,7639,TRUE,-894.591,4225.898,vert2,4129,4129
-7,43,23.811,7639,TRUE,-726.367,4419.619,vert3,4843,4843
-7,48,34.134,8780,TRUE,-707.031,5000,vert1,4136,4136
-7,48,34.134,8780,TRUE,-872.039,4797.149,vert2,4137,4137
-7,48,34.134,8780,TRUE,-587.891,4788.489,vert3,4844,4844
-36,44,46.633,10349,TRUE,-3478.418,4380.022,vert1,5164,5164
-36,44,46.633,10349,TRUE,-3739.115,4306.459,vert2,5170,5170
-36,44,46.633,10349,TRUE,-3657.718,4516.719,vert3,5328,5328
-32,49,55.868,9891,TRUE,-3328.125,5000,vert1,4859,4859
-32,49,55.868,9891,TRUE,-3089.844,5000,vert2,5152,5152
-32,49,55.868,9891,TRUE,-3208.984,4873.723,vert3,5154,5154
-21,45,37.883,8758,TRUE,-2022.161,4458.593,vert1,4127,4127
-21,45,37.883,8758,TRUE,-2258.955,4688.897,vert2,4856,4856
-21,45,37.883,8758,TRUE,-2243.97,4467.419,vert3,5172,5172
-26,45,40.886,9924,TRUE,-2457.89,4526.706,vert1,4867,4867
-26,45,40.886,9924,TRUE,-2633.734,4615.195,vert2,5144,5144
-26,45,40.886,9924,TRUE,-2734.049,4419.057,vert3,5145,5145
-16,44,32.631,9890,TRUE,-1741.498,4519.134,vert1,4857,4857
-16,44,32.631,9890,TRUE,-1628.114,4386.85,vert2,4860,4860
-16,44,32.631,9890,TRUE,-1526.48,4540.315,vert3,5141,5141
-21,43,34.897,8762,TRUE,-2022.161,4458.593,vert1,4127,4127
-21,43,34.897,8762,TRUE,-2243.97,4467.419,vert2,5172,5172
-21,43,34.897,8762,TRUE,-2225.936,4254.895,vert3,5777,5777
-1,41,18.155,4472,TRUE,8.948,4240.038,vert1,2005,2005
-1,41,18.155,4472,TRUE,-249.862,4204.538,vert2,3464,3464
-1,41,18.155,4472,TRUE,-107.333,4126.61,vert3,4283,4283
-5,46,28.72,8771,TRUE,-645.166,4552.585,vert1,4131,4131
-5,46,28.72,8771,TRUE,-587.891,4788.489,vert2,4844,4844
-5,46,28.72,8771,TRUE,-490.436,4639.923,vert3,4845,4845
4,44,18.902,4428,TRUE,566.557,4469.566,vert1,1985,1985
4,44,18.902,4428,TRUE,458.21,4351.37,vert2,3514,3514
4,44,18.902,4428,TRUE,376.253,4535.256,vert3,3515,3515
0,47,26.971,9069,TRUE,-25.879,4703.622,vert1,4294,4294
0,47,26.971,9069,TRUE,-111.328,4863.44,vert2,4848,4848
0,47,26.971,9069,TRUE,126.953,4837.255,vert3,5179,5179
0,47,26.971,9070,TRUE,-25.879,4703.622,vert1,4294,4294
0,47,26.971,9070,TRUE,153.343,4567.267,vert2,4882,4882
0,47,26.971,9070,TRUE,126.953,4837.255,vert3,5179,5179
-1,47,27.042,9065,TRUE,-320.754,4692.622,vert1,4293,4293
-1,47,27.042,9065,TRUE,-25.879,4703.622,vert2,4294,4294
-1,47,27.042,9065,TRUE,-111.328,4863.44,vert3,4848,4848
-5,47,29.405,9874,TRUE,-587.891,4788.489,vert1,4844,4844
-5,47,29.405,9874,TRUE,-490.436,4639.923,vert2,4845,4845
-5,47,29.405,9874,TRUE,-420.886,4833.728,vert3,4846,4846
8,44,17.167,4367,TRUE,781.075,4354.499,vert1,1958,1958
8,44,17.167,4367,TRUE,991.267,4477.291,vert2,1984,1984
8,44,17.167,4367,TRUE,776.335,4615.131,vert3,4285,4285
6,49,24.646,4051,TRUE,484.375,5000,vert1,1836,1836
6,49,24.646,4051,TRUE,722.656,5000,vert2,4287,4287
6,49,24.646,4051,TRUE,736.107,4805.698,vert3,4290,4290
36,45,9.7878,7786,TRUE,3622.94,4446.202,vert1,3533,3533
36,45,9.7878,7786,TRUE,3814.792,4635.46,vert2,4298,4298
36,45,9.7878,7786,TRUE,3616.782,4644.313,vert3,4888,4888
44,42,9.1716,4192,TRUE,4541.242,4304.851,vert1,1887,1887
44,42,9.1716,4192,TRUE,4348.435,4167.765,vert2,1997,1997
44,42,9.1716,4192,TRUE,4302.544,4436.441,vert3,2021,2021
13,46,16.694,7746,TRUE,1371.485,4514.066,vert1,3519,3519
13,46,16.694,7746,TRUE,1128.735,4747.502,vert2,3521,3521
13,46,16.694,7746,TRUE,1375.325,4760.996,vert3,6828,6828
11,40,11.41,4211,TRUE,1273.084,4159.458,vert1,1897,1897
11,40,11.41,4211,TRUE,1069.094,4059.701,vert2,1957,1957
11,40,11.41,4211,TRUE,1228.69,3991.792,vert3,1982,1982
30,47,11.132,4831,TRUE,2964.432,4653.594,vert1,2156,2156
30,47,11.132,4831,TRUE,3244.986,4656.668,vert2,2174,2174
30,47,11.132,4831,TRUE,2986.328,4846.593,vert3,3581,3581
32,44,8.687,4736,TRUE,3198.141,4380.036,vert1,2117,2117
32,44,8.687,4736,TRUE,3353.041,4314.11,vert2,3562,3562
32,44,8.687,4736,TRUE,3293.973,4506.09,vert3,3578,3578
53,42,12.253,8707,TRUE,5286.616,4332.899,vert1,4096,4096
53,42,12.253,8707,TRUE,5204.21,4187.671,vert2,4097,4097
53,42,12.253,8707,TRUE,5419.302,4227.439,vert3,4100,4100
52,46,14.849,4187,TRUE,5115.415,4522.762,vert1,1885,1885
52,46,14.849,4187,TRUE,5315.038,4558.012,vert2,4105,4105
52,46,14.849,4187,TRUE,5205.978,4803.606,vert3,4107,4107
54,42,13.728,7777,TRUE,5467.594,4424.4,vert1,3527,3527
54,42,13.728,7777,TRUE,5585.968,4258.254,vert2,4098,4098
54,42,13.728,7777,TRUE,5419.302,4227.439,vert3,4100,4100
57,45,18.746,8711,TRUE,5680.645,4450.95,vert1,4099,4099
57,45,18.746,8711,TRUE,5711.041,4764.004,vert2,4102,4102
57,45,18.746,8711,TRUE,5855.502,4575.531,vert3,4103,4103
59,43,16.875,9031,TRUE,6013.03,4172.442,vert1,4257,4257
59,43,16.875,9031,TRUE,6048.75,4418.727,vert2,4262,4262
59,43,16.875,9031,TRUE,5884.572,4413.875,vert3,4271,4271
57,48,22.412,8722,TRUE,5711.041,4764.004,vert1,4102,4102
57,48,22.412,8722,TRUE,5726.562,5000,vert2,4104,4104
57,48,22.412,8722,TRUE,5930.416,4782.551,vert3,4270,4270
66,42,19.625,9033,TRUE,6586.277,4343.37,vert1,4259,4259
66,42,19.625,9033,TRUE,6781.007,4362.007,vert2,4264,4264
66,42,19.625,9033,TRUE,6699.281,4189.28,vert3,4266,4266
66,42,19.625,9035,TRUE,6586.277,4343.37,vert1,4259,4259
66,42,19.625,9035,TRUE,6699.281,4189.28,vert2,4266,4266
66,42,19.625,9035,TRUE,6562.556,4086.062,vert3,4274,4274
64,45,25.698,9054,TRUE,6341.195,4549.971,vert1,4272,4272
64,45,25.698,9054,TRUE,6502.105,4692.563,vert2,4279,4279
64,45,25.698,9054,TRUE,6518.647,4511.81,vert3,4280,4280
78,45,31.069,8964,TRUE,7906.064,4396.306,vert1,4217,4217
78,45,31.069,8964,TRUE,7712.695,4484.776,vert2,4220,4220
78,45,31.069,8964,TRUE,7831.968,4602.33,vert3,4878,4878
65,49,33.011,9027,TRUE,6679.688,5000,vert1,4255,4255
65,49,33.011,9027,TRUE,6441.406,5000,vert2,4281,4281
65,49,33.011,9027,TRUE,6621.957,4828.34,vert3,4282,4282
91,41,13.866,8823,TRUE,9059.172,4096.67,vert1,4159,4159
91,41,13.866,8823,TRUE,9155.911,4297.479,vert2,4175,4175
91,41,13.866,8823,TRUE,9234.71,4011.888,vert3,6835,6835
100,32,1.5395,4128,TRUE,10155.714,3221.342,vert1,1864,1864
100,32,1.5395,4128,TRUE,9984.913,3182.774,vert2,4115,4115
100,32,1.5395,4128,TRUE,10028.947,3385.254,vert3,4116,4116
103,43,17.873,8025,TRUE,10509.315,4350.669,vert1,3703,3703
103,43,17.873,8025,TRUE,10247.966,4422.302,vert2,4482,4482
103,43,17.873,8025,TRUE,10391.295,4203.136,vert3,4872,4872
109,44,26.933,5490,TRUE,10861.504,4512.217,vert1,2455,2455
109,44,26.933,5490,TRUE,10972.95,4376.355,vert2,2464,2464
109,44,26.933,5490,TRUE,11135.063,4622.975,vert3,3711,3711
112,45,27.892,8022,TRUE,11343.446,4472.261,vert1,3702,3702
112,45,27.892,8022,TRUE,11177.06,4461.625,vert2,4474,4474
112,45,27.892,8022,TRUE,11302.635,4635.249,vert3,4504,4504
108,43,17.922,5518,TRUE,10773.862,4359.91,vert1,2463,2463
108,43,17.922,5518,TRUE,10972.95,4376.355,vert2,2464,2464
108,43,17.922,5518,TRUE,10891.469,4149.46,vert3,2465,2465
93,42,16.548,8876,TRUE,9155.911,4297.479,vert1,4175,4175
93,42,16.548,8876,TRUE,9369.213,4152.992,vert2,4189,4189
93,42,16.548,8876,TRUE,9413.272,4314.871,vert3,5173,5173
96,43,20.891,8903,TRUE,9768.49,4341.466,vert1,4188,4188
96,43,20.891,8903,TRUE,9695.422,4539.948,vert2,4490,4490
96,43,20.891,8903,TRUE,9580.506,4301.503,vert3,4873,4873
105,39,8.4287,5526,TRUE,10545.767,4094.356,vert1,2466,2466
105,39,8.4287,5526,TRUE,10718.898,3975.634,vert2,2469,2469
105,39,8.4287,5526,TRUE,10392.013,3843.235,vert3,3718,3718
112,42,15.324,5475,TRUE,11155.949,4296.241,vert1,2447,2447
112,42,15.324,5475,TRUE,11105.342,4038.198,vert2,2452,2452
112,42,15.324,5475,TRUE,11327.927,4215.556,vert3,2458,2458
72,40,16.479,7760,TRUE,7100.987,3953.806,vert1,3523,3523
72,40,16.479,7760,TRUE,7308.42,3935.065,vert2,4243,4243
72,40,16.479,7760,TRUE,7221.501,4130.357,vert3,4244,4244
72,45,33.376,8986,TRUE,7402.103,4527.067,vert1,4226,4226
72,45,33.376,8986,TRUE,7169.332,4500.972,vert2,4238,4238
72,45,33.376,8986,TRUE,7258.926,4753.006,vert3,4240,4240
88,42,18.918,8854,TRUE,8866.389,4173.802,vert1,4168,4168
88,42,18.918,8854,TRUE,8947.566,4376.694,vert2,4170,4170
88,42,18.918,8854,TRUE,8711.167,4232.681,vert3,4207,4207
84,49,49.776,8909,TRUE,8585.938,5000,vert1,4190,4190
84,49,49.776,8909,TRUE,8347.656,5000,vert2,4216,4216
84,49,49.776,8909,TRUE,8386.377,4829.987,vert3,4230,4230
112,46,34.598,8042,TRUE,11135.063,4622.975,vert1,3711,3711
112,46,34.598,8042,TRUE,11205.978,4804.82,vert2,4502,4502
112,46,34.598,8042,TRUE,11302.635,4635.249,vert3,4504,4504
109,46,32.142,5491,TRUE,10861.504,4512.217,vert1,2455,2455
109,46,32.142,5491,TRUE,11135.063,4622.975,vert2,3711,3711
109,46,32.142,5491,TRUE,10922.627,4754.46,vert3,4475,4475
70,44,27.343,8714,TRUE,6918.502,4501.155,vert1,4101,4101
70,44,27.343,8714,TRUE,7169.332,4500.972,vert2,4238,4238
70,44,27.343,8714,TRUE,7128.425,4298.016,vert3,4246,4246
69,48,37.368,9038,TRUE,6917.969,5000,vert1,4260,4260
69,48,37.368,9038,TRUE,7019.93,4835.866,vert2,4268,4268
69,48,37.368,9038,TRUE,6802.54,4814.558,vert3,4269,4269
76,43,26.736,8959,TRUE,7744.805,4274.568,vert1,4213,4213
76,43,26.736,8959,TRUE,7712.695,4484.776,vert2,4220,4220
76,43,26.736,8959,TRUE,7537.544,4350.465,vert3,4222,4222
75,41,18.561,8965,TRUE,7739.024,3994.11,vert1,4218,4218
75,41,18.561,8965,TRUE,7463.875,4073.679,vert2,4227,4227
75,41,18.561,8965,TRUE,7595.184,4186.927,vert3,4232,4232
66,44,25.065,9032,TRUE,6586.277,4343.37,vert1,4259,4259
66,44,25.065,9032,TRUE,6781.007,4362.007,vert2,4264,4264
66,44,25.065,9032,TRUE,6690.492,4588.953,vert3,4265,4265
70,47,34.357,9016,TRUE,7108.962,4664.374,vert1,4251,4251
70,47,34.357,9016,TRUE,6951.778,4655.058,vert2,4267,4267
70,47,34.357,9016,TRUE,7019.93,4835.866,vert3,4268,4268
61,43,18.663,9021,TRUE,6230.789,4249.039,vert1,4254,4254
61,43,18.663,9021,TRUE,6048.75,4418.727,vert2,4262,4262
61,43,18.663,9021,TRUE,6222.613,4422.757,vert3,4275,4275
65,48,30.34,9057,TRUE,6502.105,4692.563,vert1,4279,4279
65,48,30.34,9057,TRUE,6441.406,5000,vert2,4281,4281
65,48,30.34,9057,TRUE,6621.957,4828.34,vert3,4282,4282
64,44,22.613,9050,TRUE,6341.195,4549.971,vert1,4272,4272
64,44,22.613,9050,TRUE,6410.167,4290.048,vert2,4273,4273
64,44,22.613,9050,TRUE,6518.647,4511.81,vert3,4280,4280
65,44,25.06,9034,TRUE,6586.277,4343.37,vert1,4259,4259
65,44,25.06,9034,TRUE,6690.492,4588.953,vert2,4265,4265
65,44,25.06,9034,TRUE,6518.647,4511.81,vert3,4280,4280
41,44,9.6662,4457,TRUE,4081.332,4595.681,vert1,1998,1998
41,44,9.6662,4457,TRUE,4034.2,4362.683,vert2,2020,2020
41,44,9.6662,4457,TRUE,4302.544,4436.441,vert3,2021,2021
48,42,10.393,4180,TRUE,4873.049,4155.602,vert1,1883,1883
48,42,10.393,4180,TRUE,4721.493,4262.124,vert2,1884,1884
48,42,10.393,4180,TRUE,4878.273,4360.797,vert3,1886,1886
43,47,12.134,9072,TRUE,4312.232,4683.17,vert1,4296,4296
43,47,12.134,9072,TRUE,4515.427,4781.655,vert2,4884,4884
43,47,12.134,9072,TRUE,4359.622,4844.254,vert3,4886,4886
51,43,12.397,4177,TRUE,5046.97,4243.863,vert1,1882,1882
51,43,12.397,4177,TRUE,5115.415,4522.762,vert2,1885,1885
51,43,12.397,4177,TRUE,5286.616,4332.899,vert3,4096,4096
57,43,15.961,8713,TRUE,5680.645,4450.95,vert1,4099,4099
57,43,15.961,8713,TRUE,5804.135,4270.67,vert2,4252,4252
57,43,15.961,8713,TRUE,5884.572,4413.875,vert3,4271,4271
58,49,24.267,8729,TRUE,5726.562,5000,vert1,4104,4104
58,49,24.267,8729,TRUE,5964.844,5000,vert2,4256,4256
58,49,24.267,8729,TRUE,5930.416,4782.551,vert3,4270,4270
69,57,48.658,13564,TRUE,7259.622,6224.987,vert1,6914,6914
69,57,48.658,13564,TRUE,7037.11,5461.536,vert2,7002,7002
69,57,48.658,13564,TRUE,6682.616,5677.781,vert3,7148,7148
60,50,29.255,8735,TRUE,6203.125,5000,vert1,4106,4106
60,50,29.255,8735,TRUE,5964.844,5000,vert2,4256,4256
60,50,29.255,8735,TRUE,6083.985,5280.884,vert3,6945,6945
68,45,29.524,8720,TRUE,6918.502,4501.155,vert1,4101,4101
68,45,29.524,8720,TRUE,6690.492,4588.953,vert2,4265,4265
68,45,29.524,8720,TRUE,6951.778,4655.058,vert3,4267,4267
71,47,35.836,9004,TRUE,7258.926,4753.006,vert1,4240,4240
71,47,35.836,9004,TRUE,7108.962,4664.374,vert2,4251,4251
71,47,35.836,9004,TRUE,7019.93,4835.866,vert3,4268,4268
63,51,33.369,9058,TRUE,6441.406,5000,vert1,4281,4281
63,51,33.369,9058,TRUE,6560.547,5280.884,vert2,6941,6941
63,51,33.369,9058,TRUE,6083.985,5280.884,vert3,6945,6945
40,57,23.998,13553,TRUE,3685.401,6224.984,vert1,6912,6912
40,57,23.998,13553,TRUE,3939.453,5471.445,vert2,7004,7004
40,57,23.998,13553,TRUE,4296.875,5674.119,vert3,7150,7150
41,52,16.608,7788,TRUE,4058.594,5000,vert1,3534,3534
41,52,16.608,7788,TRUE,3939.453,5471.445,vert2,7004,7004
41,52,16.608,7788,TRUE,4416.016,5280.885,vert3,7005,7005
42,47,11.985,9071,TRUE,4312.232,4683.17,vert1,4296,4296
42,47,11.985,9071,TRUE,4177.734,4835.438,vert2,4300,4300
42,47,11.985,9071,TRUE,4359.622,4844.254,vert3,4886,4886
48,57,23.862,13638,TRUE,4654.297,5471.445,vert1,6943,6943
48,57,23.862,13638,TRUE,5130.86,5823.097,vert2,7151,7151
48,57,23.862,13638,TRUE,4680.669,5934.453,vert3,7207,7207
47,51,17.455,4173,TRUE,4773.438,5000,vert1,1881,1881
47,51,17.455,4173,TRUE,4416.016,5280.885,vert2,7005,7005
47,51,17.455,4173,TRUE,4892.579,5280.885,vert3,7006,7006
24,67,69.018,14031,TRUE,2493.995,6224.988,vert1,7204,7204
24,67,69.018,14031,TRUE,976.158,7226.326,vert2,7210,7210
24,67,69.018,14031,TRUE,3997.037,7268.99,vert3,7350,7350
33,57,24.638,13554,TRUE,3685.401,6224.984,vert1,6912,6912
33,57,24.638,13554,TRUE,3462.89,5461.536,vert2,7054,7054
33,57,24.638,13554,TRUE,3108.398,5677.781,vert3,7172,7172
72,118,518.06,14150,TRUE,7776.121,10789.538,vert1,7300,7300
72,118,518.06,14150,TRUE,4754.19,11537.113,vert2,7321,7321
72,118,518.06,14150,TRUE,8982.552,13749.302,vert3,7322,7322
28,115,646.35,14118,TRUE,2179.426,9787.392,vert1,7274,7274
28,115,646.35,14118,TRUE,4754.19,11537.113,vert2,7321,7321
28,115,646.35,14118,TRUE,936.47,14385.715,vert3,7343,7343
41,83,149.65,14095,TRUE,6078.622,8719.877,vert1,7253,7253
41,83,149.65,14095,TRUE,2179.426,9787.392,vert2,7274,7274
41,83,149.65,14095,TRUE,3997.037,7268.99,vert3,7350,7350
51,54,22.413,13754,TRUE,4892.579,5280.885,vert1,7006,7006
51,54,22.413,13754,TRUE,5369.141,5280.884,vert2,7007,7007
51,54,22.413,13754,TRUE,5130.86,5823.097,vert3,7151,7151
90,117,395.11,14149,TRUE,7776.121,10789.538,vert1,7300,7300
90,117,395.11,14149,TRUE,10450.162,10909.971,vert2,7308,7308
90,117,395.11,14149,TRUE,8982.552,13749.302,vert3,7322,7322
62,102,250.8,14096,TRUE,6078.622,8719.877,vert1,7253,7253
62,102,250.8,14096,TRUE,7776.121,10789.538,vert2,7300,7300
62,102,250.8,14096,TRUE,4754.19,11537.113,vert3,7321,7321
61,54,32.438,13516,TRUE,6322.265,5471.443,vert1,6903,6903
61,54,32.438,13516,TRUE,6083.985,5280.884,vert2,6945,6945
61,54,32.438,13516,TRUE,5964.843,5674.119,vert3,7130,7130
54,57,26.847,13642,TRUE,5607.422,5471.443,vert1,6944,6944
54,57,26.847,13642,TRUE,5130.86,5823.097,vert2,7151,7151
54,57,26.847,13642,TRUE,5581.049,5934.449,vert3,7280,7280
84,56,70.939,13521,TRUE,8705.078,5471.443,vert1,6904,6904
84,56,70.939,13521,TRUE,8228.516,5461.537,vert2,6947,6947
84,56,70.939,13521,TRUE,8451.03,6224.995,vert3,7173,7173
56,63,35.411,13953,TRUE,6288.014,6563.627,vert1,7155,7155
56,63,35.411,13953,TRUE,5581.049,5934.449,vert2,7280,7280
56,63,35.411,13953,TRUE,5135.643,6769.48,vert3,7357,7357
94,56,82.794,13647,TRUE,9419.922,5461.537,vert1,6948,6948
94,56,82.794,13647,TRUE,9896.484,5830.489,vert2,7056,7056
94,56,82.794,13647,TRUE,9065.428,5677.78,vert3,7159,7159
88,54,74.254,13519,TRUE,8705.078,5471.443,vert1,6904,6904
88,54,74.254,13519,TRUE,8943.359,5280.884,vert2,6946,6946
88,54,74.254,13519,TRUE,9065.428,5677.78,vert3,7159,7159
73,91,106.25,14089,TRUE,8166.349,8141.384,vert1,7252,7252
73,91,106.25,14089,TRUE,6078.622,8719.877,vert2,7253,7253
73,91,106.25,14089,TRUE,7776.121,10789.538,vert3,7300,7300
78,59,57.224,13565,TRUE,7259.622,6224.987,vert1,6914,6914
78,59,57.224,13565,TRUE,7874.022,5677.781,vert2,7017,7017
78,59,57.224,13565,TRUE,8451.03,6224.995,vert3,7173,7173
120,46,33.869,5506,TRUE,11968.021,4454.255,vert1,2459,2459
120,46,33.869,5506,TRUE,11941.492,4726.835,vert2,3715,3715
120,46,33.869,5506,TRUE,12139.239,4697.082,vert3,4954,4954
94,73,48.079,14093,TRUE,8166.349,8141.384,vert1,7252,7252
94,73,48.079,14093,TRUE,11365.265,7747.651,vert2,7327,7327
94,73,48.079,14093,TRUE,9327.303,6590.328,vert3,7336,7336
79,50,54.631,8833,TRUE,8109.375,5000,vert1,4161,4161
79,50,54.631,8833,TRUE,7871.094,5000,vert2,4875,4875
79,50,54.631,8833,TRUE,7751.953,5280.884,vert3,7003,7003
107,50,56.823,5126,TRUE,10968.75,5000,vert1,2276,2276
107,50,56.823,5126,TRUE,10730.469,5000,vert2,4477,4477
107,50,56.823,5126,TRUE,10611.328,5276.9,vert3,6949,6949
84,53,66.593,13520,TRUE,8705.078,5471.443,vert1,6904,6904
84,53,66.593,13520,TRUE,8228.516,5461.537,vert2,6947,6947
84,53,66.593,13520,TRUE,8466.797,5276.901,vert3,7008,7008
86,50,58.892,8906,TRUE,8585.938,5000,vert1,4190,4190
86,50,58.892,8906,TRUE,8824.219,5000,vert2,4202,4202
86,50,58.892,8906,TRUE,8466.797,5276.901,vert3,7008,7008
112,48,43.775,9423,TRUE,11205.978,4804.82,vert1,4502,4502
112,48,43.775,9423,TRUE,11207.031,5000,vert2,4503,4503
112,48,43.775,9423,TRUE,11357.094,4863.846,vert3,4956,4956
109,51,62.756,5129,TRUE,10968.75,5000,vert1,2276,2276
109,51,62.756,5129,TRUE,11087.89,5280.884,vert2,6907,6907
109,51,62.756,5129,TRUE,10611.328,5276.9,vert3,6949,6949
82,52,61.24,8835,TRUE,8109.375,5000,vert1,4161,4161
82,52,61.24,8835,TRUE,8228.516,5461.537,vert2,6947,6947
82,52,61.24,8835,TRUE,8466.797,5276.901,vert3,7008,7008
84,45,30.796,8939,TRUE,8364.079,4657.052,vert1,4203,4203
84,45,30.796,8939,TRUE,8536.408,4554.474,vert2,4204,4204
84,45,30.796,8939,TRUE,8303.273,4358.856,vert3,4206,4206
96,54,80.661,13646,TRUE,9419.922,5461.537,vert1,6948,6948
96,54,80.661,13646,TRUE,9658.203,5276.901,vert2,7009,7009
96,54,80.661,13646,TRUE,9896.484,5830.489,vert3,7056,7056
99,46,30.009,9408,TRUE,9896.997,4475.906,vert1,4487,4487
99,46,30.009,9408,TRUE,10041.454,4593.039,vert2,4488,4488
99,46,30.009,9408,TRUE,9957.871,4758.299,vert3,4492,4492
77,48,45.3,8999,TRUE,7786.309,4763.451,vert1,4237,4237
77,48,45.3,8999,TRUE,7871.094,5000,vert2,4875,4875
77,48,45.3,8999,TRUE,7653.873,4845.59,vert3,5174,5174
74,48,44.045,8972,TRUE,7632.812,5000,vert1,4219,4219
74,48,44.045,8972,TRUE,7523.144,4760.76,vert2,4877,4877
74,48,44.045,8972,TRUE,7388.52,4842.578,vert3,5408,5408
88,47,39.418,8933,TRUE,8925.28,4574.01,vert1,4200,4200
88,47,39.418,8933,TRUE,8800.032,4769.279,vert2,4224,4224
88,47,39.418,8933,TRUE,8952.606,4860.363,vert3,4229,4229
83,48,48.082,8963,TRUE,8347.656,5000,vert1,4216,4216
83,48,48.082,8963,TRUE,8386.377,4829.987,vert2,4230,4230
83,48,48.082,8963,TRUE,8218.424,4867.008,vert3,4236,4236
111,48,43.733,9424,TRUE,11205.978,4804.82,vert1,4502,4502
111,48,43.733,9424,TRUE,11207.031,5000,vert2,4503,4503
111,48,43.733,9424,TRUE,11050.455,4857.55,vert3,4957,4957
108,49,43.95,5124,TRUE,10968.75,5000,vert1,2276,2276
108,49,43.95,5124,TRUE,10922.627,4754.46,vert2,4475,4475
108,49,43.95,5124,TRUE,10730.469,5000,vert3,4477,4477
126,40,19.001,7874,TRUE,12614.404,4101.005,vert1,3617,3617
126,40,19.001,7874,TRUE,12735.025,4218.448,vert2,3708,3708
126,40,19.001,7874,TRUE,12711.582,3965.47,vert3,4323,4323
126,40,19.001,7875,TRUE,12614.404,4101.005,vert1,3617,3617
126,40,19.001,7875,TRUE,12511.28,3947.62,vert2,4322,4322
126,40,19.001,7875,TRUE,12711.582,3965.47,vert3,4323,4323
138,66,103.22,14021,TRUE,14408.06,6224.987,vert1,7199,7199
138,66,103.22,14021,TRUE,13216.651,6224.984,vert2,7205,7205
138,66,103.22,14021,TRUE,13812.351,7555.542,vert3,7261,7261
136,47,37.185,7820,TRUE,13732.608,4702.559,vert1,3563,3563
136,47,37.185,7820,TRUE,13551.201,4693.682,vert2,3564,3564
136,47,37.185,7820,TRUE,13708.984,4874.203,vert3,3566,3566
150,43,24.213,4610,TRUE,14941.166,4261.205,vert1,2061,2061
150,43,24.213,4610,TRUE,14985.348,4417.49,vert2,4303,4303
150,43,24.213,4610,TRUE,15094.777,4299.208,vert3,4304,4304
150,43,24.213,7812,TRUE,15144.59,4449.405,vert1,3556,3556
150,43,24.213,7812,TRUE,14985.348,4417.49,vert2,4303,4303
150,43,24.213,7812,TRUE,15094.777,4299.208,vert3,4304,4304
124,43,25.303,8014,TRUE,12396.741,4440.665,vert1,3701,3701
124,43,25.303,8014,TRUE,12435.743,4193.457,vert2,3705,3705
124,43,25.303,8014,TRUE,12630.022,4350.041,vert3,3706,3706
137,49,44.826,4433,TRUE,13828.125,5000,vert1,1987,1987
137,49,44.826,4433,TRUE,13589.844,5000,vert2,2123,2123
137,49,44.826,4433,TRUE,13708.984,4874.203,vert3,3566,3566
114,51,64.946,8052,TRUE,11445.312,5000,vert1,3716,3716
114,51,64.946,8052,TRUE,11087.89,5280.884,vert2,6907,6907
114,51,64.946,8052,TRUE,11802.734,5276.9,vert3,7010,7010
116,50,59.2,8048,TRUE,11445.312,5000,vert1,3716,3716
116,50,59.2,8048,TRUE,11683.594,5000,vert2,4498,4498
