y,z,rho,triangles,initial.mesh,Y,Z,name,vertices,attributes
482,20,22.583,11341,TRUE,48328.795,2189.024,vert3,5689,5689
477,20,20.278,11328,TRUE,47648.491,2156.668,vert1,5645,5645
477,20,20.278,11328,TRUE,47893.228,2163.184,vert2,5671,5671
477,20,20.278,11328,TRUE,47635.832,1979.193,vert3,5674,5674
486,18,24.322,11409,TRUE,48503.408,1846.68,vert1,5692,5692
486,18,24.322,11409,TRUE,48706.89,1951.96,vert2,6311,6311
486,18,24.322,11409,TRUE,48656.25,1647.18,vert3,6411,6411
485,21,23.962,12643,TRUE,48488.189,2281.191,vert1,6306,6306
485,21,23.962,12643,TRUE,48507.238,2064.336,vert2,6308,6308
485,21,23.962,12643,TRUE,48647.899,2172.471,vert3,6314,6314
476,23,20.092,11321,TRUE,47753.521,2364.233,vert1,5643,5643
476,23,20.092,11321,TRUE,47565.111,2373.837,vert2,5644,5644
476,23,20.092,11321,TRUE,47648.491,2156.668,vert3,5645,5645
475,22,19.704,11312,TRUE,47394.758,2292.777,vert1,5632,5632
475,22,19.704,11312,TRUE,47565.111,2373.837,vert2,5644,5644
475,22,19.704,11312,TRUE,47648.491,2156.668,vert3,5645,5645
491,20,27.139,12676,TRUE,49084.251,2160.394,vert1,6317,6317
491,20,27.139,12676,TRUE,49288.154,2043.467,vert2,6579,6579
491,20,27.139,12676,TRUE,49116.778,1978.294,vert3,6580,6580
490,23,26.947,12673,TRUE,48939.137,2438.693,vert1,6316,6316
490,23,26.947,12673,TRUE,49084.251,2160.394,vert2,6317,6317
490,23,26.947,12673,TRUE,49133.706,2372.456,vert3,6418,6418
495,22,30.021,12870,TRUE,49560.242,2377.556,vert1,6431,6431
495,22,30.021,12870,TRUE,49661.235,2238.568,vert2,6661,6661
495,22,30.021,12870,TRUE,49473.891,2239.925,vert3,6662,6662
495,17,29.047,13132,TRUE,49561.109,1824.916,vert1,6581,6581
495,17,29.047,13132,TRUE,49355.152,1699.825,vert2,6585,6585
495,17,29.047,13132,TRUE,49593.75,1638.112,vert3,6879,6879
495,21,29.591,13136,TRUE,49558.239,2101.059,vert1,6584,6584
495,21,29.591,13136,TRUE,49661.235,2238.568,vert2,6661,6661
495,21,29.591,13136,TRUE,49473.891,2239.925,vert3,6662,6662
494,23,29.399,12866,TRUE,49560.242,2377.556,vert1,6431,6431
494,23,29.399,12866,TRUE,49305,2446.801,vert2,6432,6432
494,23,29.399,12866,TRUE,49473.891,2239.925,vert3,6662,6662
480,21,21.788,11338,TRUE,48111.678,2052.646,vert1,5653,5653
480,21,21.788,11338,TRUE,47893.228,2163.184,vert2,5671,5671
480,21,21.788,11338,TRUE,48115.461,2331.247,vert3,5684,5684
478,22,21.057,11325,TRUE,47753.521,2364.233,vert1,5643,5643
478,22,21.057,11325,TRUE,47893.228,2163.184,vert2,5671,5671
478,22,21.057,11325,TRUE,47933.828,2340.462,vert3,5688,5688
483,20,22.987,11396,TRUE,48308.838,1933.407,vert1,5683,5683
483,20,22.987,11396,TRUE,48328.795,2189.024,vert2,5689,5689
483,20,22.987,11396,TRUE,48507.238,2064.336,vert3,6308,6308
484,21,23.545,11407,TRUE,48328.795,2189.024,vert1,5689,5689
484,21,23.545,11407,TRUE,48488.189,2281.191,vert2,6306,6306
484,21,23.545,11407,TRUE,48507.238,2064.336,vert3,6308,6308
465,25,15.423,11166,TRUE,46481.665,2468.609,vert1,5566,5566
465,25,15.423,11166,TRUE,46669.433,2626.315,vert2,5574,5574
465,25,15.423,11166,TRUE,46503.816,2664.505,vert3,5595,5595
469,17,16.43,11288,TRUE,46937.5,1530.655,vert1,5623,5623
469,17,16.43,11288,TRUE,47050.528,1808.241,vert2,5630,5630
469,17,16.43,11288,TRUE,46881.505,1839.453,vert3,5638,5638
463,20,13.923,11188,TRUE,46404.422,2123.672,vert1,5573,5573
463,20,13.923,11188,TRUE,46198.844,2152.34,vert2,5588,5588
463,20,13.923,11188,TRUE,46335.546,1853.543,vert3,5601,5601
462,23,13.826,11071,TRUE,46253.012,2443.082,vert1,5509,5509
462,23,13.826,11071,TRUE,46350.731,2293.813,vert2,5587,5587
462,23,13.826,11071,TRUE,46198.844,2152.34,vert3,5588,5588
459,21,12.4,10535,TRUE,45860.205,2129.825,vert1,5262,5262
459,21,12.4,10535,TRUE,46009.019,2236.307,vert2,5458,5458
459,21,12.4,10535,TRUE,45924.438,1983.287,vert3,6131,6131
457,21,11.657,10532,TRUE,45860.205,2129.825,vert1,5262,5262
457,21,11.657,10532,TRUE,45832.682,2285.186,vert2,5265,5265
457,21,11.657,10532,TRUE,45682.482,2178.458,vert3,5422,5422
457,21,11.657,10534,TRUE,45860.205,2129.825,vert1,5262,5262
457,21,11.657,10534,TRUE,45682.482,2178.458,vert2,5422,5422
457,21,11.657,10534,TRUE,45733.351,1994.331,vert3,6118,6118
463,21,14.138,11187,TRUE,46404.422,2123.672,vert1,5573,5573
463,21,14.138,11187,TRUE,46350.731,2293.813,vert2,5587,5587
463,21,14.138,11187,TRUE,46198.844,2152.34,vert3,5588,5588
461,20,13.641,11118,TRUE,46084.169,1974.054,vert1,5537,5537
461,20,13.641,11118,TRUE,46198.844,2152.34,vert2,5588,5588
461,20,13.641,11118,TRUE,46335.546,1853.543,vert3,5601,5601
468,19,16.543,11218,TRUE,46820.215,2000.035,vert1,5589,5589
468,19,16.543,11218,TRUE,47016.173,2105.98,vert2,5603,5603
468,19,16.543,11218,TRUE,46881.505,1839.453,vert3,5638,5638
470,23,17.066,11226,TRUE,47111.743,2307.203,vert1,5593,5593
470,23,17.066,11226,TRUE,46893.861,2292.163,vert2,5594,5594
470,23,17.066,11226,TRUE,46996.905,2444.186,vert3,5605,5605
468,18,15.699,11217,TRUE,46820.215,2000.035,vert1,5589,5589
468,18,15.699,11217,TRUE,46727.387,1763.357,vert2,5602,5602
468,18,15.699,11217,TRUE,46881.505,1839.453,vert3,5638,5638
469,21,16.43,11216,TRUE,46820.215,2000.035,vert1,5589,5589
469,21,16.43,11216,TRUE,46893.861,2292.163,vert2,5594,5594
469,21,16.43,11216,TRUE,47016.173,2105.98,vert3,5603,5603
472,19,18.305,11294,TRUE,47462.08,2017.506,vert1,5624,5624
472,19,18.305,11294,TRUE,47194.747,1975.733,vert2,5651,5651
472,19,18.305,11294,TRUE,47276.085,1759.862,vert3,5669,5669
471,20,17.732,11254,TRUE,47016.173,2105.98,vert1,5603,5603
471,20,17.732,11254,TRUE,47247.661,2190.333,vert2,5640,5640
471,20,17.732,11254,TRUE,47194.747,1975.733,vert3,5651,5651
461,21,13.013,10963,TRUE,46009.019,2236.307,vert1,5458,5458
461,21,13.013,10963,TRUE,46084.169,1974.054,vert2,5537,5537
461,21,13.013,10963,TRUE,46198.844,2152.34,vert3,5588,5588
459,19,12.449,11121,TRUE,46084.169,1974.054,vert1,5537,5537
459,19,12.449,11121,TRUE,45965.696,1709.663,vert2,5629,5629
459,19,12.449,11121,TRUE,45924.438,1983.287,vert3,6131,6131
460,20,12.632,10964,TRUE,46009.019,2236.307,vert1,5458,5458
460,20,12.632,10964,TRUE,46084.169,1974.054,vert2,5537,5537
460,20,12.632,10964,TRUE,45924.438,1983.287,vert3,6131,6131
456,20,11.345,10844,TRUE,45682.482,2178.458,vert1,5422,5422
456,20,11.345,10844,TRUE,45548.327,2009.046,vert2,5444,5444
456,20,11.345,10844,TRUE,45733.351,1994.331,vert3,6118,6118
466,21,15.181,11212,TRUE,46528.352,2277.037,vert1,5586,5586
466,21,15.181,11212,TRUE,46709.285,2175.415,vert2,5591,5591
466,21,15.181,11212,TRUE,46586.483,1974.969,vert3,5592,5592
464,19,14.265,11189,TRUE,46404.422,2123.672,vert1,5573,5573
464,19,14.265,11189,TRUE,46586.483,1974.969,vert2,5592,5592
464,19,14.265,11189,TRUE,46335.546,1853.543,vert3,5601,5601
455,21,11.132,10843,TRUE,45682.482,2178.458,vert1,5422,5422
455,21,11.132,10843,TRUE,45548.327,2009.046,vert2,5444,5444
455,21,11.132,10843,TRUE,45476.889,2203.44,vert3,5464,5464
450,22,9.506,10488,TRUE,45051.545,2114.3,vert1,5244,5244
450,22,9.506,10488,TRUE,45146.282,2354.137,vert2,5252,5252
450,22,9.506,10488,TRUE,44884.415,2204.365,vert3,5268,5268
458,20,11.917,10536,TRUE,45860.205,2129.825,vert1,5262,5262
458,20,11.917,10536,TRUE,45733.351,1994.331,vert2,6118,6118
458,20,11.917,10536,TRUE,45924.438,1983.287,vert3,6131,6131
455,19,10.871,10928,TRUE,45548.327,2009.046,vert1,5444,5444
455,19,10.871,10928,TRUE,45481.526,1850.079,vert2,5453,5453
455,19,10.871,10928,TRUE,45643.333,1859.543,vert3,6272,6272
444,19,7.4029,10050,TRUE,44409.037,1970.026,vert1,4987,4987
444,19,7.4029,10050,TRUE,44439.172,1813.213,vert2,5272,5272
444,19,7.4029,10050,TRUE,44582.036,1947.257,vert3,5411,5411
438,20,6.0608,10028,TRUE,43808.598,1958.633,vert1,4976,4976
438,20,6.0608,10028,TRUE,44023.533,2113.596,vert2,4983,4983
438,20,6.0608,10028,TRUE,43844.032,2136.026,vert3,5210,5210
446,20,8.083,10403,TRUE,44709.285,2066.65,vert1,5219,5219
446,20,8.083,10403,TRUE,44598.998,2210.381,vert2,5224,5224
446,20,8.083,10403,TRUE,44582.036,1947.257,vert3,5411,5411
446,23,8.365,10393,TRUE,44532.231,2378.797,vert1,5214,5214
446,23,8.365,10393,TRUE,44598.998,2210.381,vert2,5224,5224
446,23,8.365,10393,TRUE,44721.581,2356.421,vert3,5234,5234
454,19,10.513,10452,TRUE,45241.398,2114.45,vert1,5235,5235
454,19,10.513,10452,TRUE,45548.327,2009.046,vert2,5444,5444
454,19,10.513,10452,TRUE,45481.526,1850.079,vert3,5453,5453
448,20,8.7861,10405,TRUE,44709.285,2066.65,vert1,5219,5219
448,20,8.7861,10405,TRUE,44884.557,2023.972,vert2,5233,5233
448,20,8.7861,10405,TRUE,44884.415,2204.365,vert3,5268,5268
440,19,6.4437,10032,TRUE,44153.585,1882.734,vert1,4979,4979
440,19,6.4437,10032,TRUE,43966.599,1854.812,vert2,4981,4981
440,19,6.4437,10032,TRUE,44023.533,2113.596,vert3,4983,4983
442,24,7.5669,10398,TRUE,44184.211,2425.873,vert1,5215,5215
442,24,7.5669,10398,TRUE,44352.272,2358.36,vert2,5220,5220
442,24,7.5669,10398,TRUE,44330.764,2547.755,vert3,5222,5222
443,20,7.3484,10048,TRUE,44409.037,1970.026,vert1,4987,4987
443,20,7.3484,10048,TRUE,44229.625,2077.632,vert2,5213,5213
443,20,7.3484,10048,TRUE,44418.983,2189.978,vert3,5216,5216
441,24,7.3874,10399,TRUE,44184.211,2425.873,vert1,5215,5215
441,24,7.3874,10399,TRUE,44330.764,2547.755,vert2,5222,5222
441,24,7.3874,10399,TRUE,44035.656,2557.357,vert3,5229,5229
450,20,9.2858,10439,TRUE,45146.615,1932.086,vert1,5232,5232
450,20,9.2858,10439,TRUE,44884.557,2023.972,vert2,5233,5233
450,20,9.2858,10439,TRUE,45051.545,2114.3,vert3,5244,5244
450,24,9.8315,10507,TRUE,45146.282,2354.137,vert1,5252,5252
450,24,9.8315,10507,TRUE,44898.829,2426.689,vert2,5261,5261
450,24,9.8315,10507,TRUE,45142.682,2578.394,vert3,5266,5266
456,22,11.411,10845,TRUE,45682.482,2178.458,vert1,5422,5422
456,22,11.411,10845,TRUE,45695.022,2362.288,vert2,5461,5461
456,22,11.411,10845,TRUE,45476.889,2203.44,vert3,5464,5464
453,22,10.641,10454,TRUE,45241.398,2114.45,vert1,5235,5235
453,22,10.641,10454,TRUE,45476.889,2203.44,vert2,5464,5464
453,22,10.641,10454,TRUE,45383.517,2388.304,vert3,5470,5470
434,21,5.1975,10004,TRUE,43395.52,2030.808,vert1,4968,4968
434,21,5.1975,10004,TRUE,43613.271,2117.911,vert2,4975,4975
434,21,5.1975,10004,TRUE,43455.887,2195.628,vert3,4980,4980
437,20,5.8106,10025,TRUE,43613.271,2117.911,vert1,4975,4975
437,20,5.8106,10025,TRUE,43808.598,1958.633,vert2,4976,4976
437,20,5.8106,10025,TRUE,43844.032,2136.026,vert3,5210,5210
454,21,10.775,10453,TRUE,45241.398,2114.45,vert1,5235,5235
454,21,10.775,10453,TRUE,45548.327,2009.046,vert2,5444,5444
454,21,10.775,10453,TRUE,45476.889,2203.44,vert3,5464,5464
452,22,10.328,10450,TRUE,45241.398,2114.45,vert1,5235,5235
452,22,10.328,10450,TRUE,45146.282,2354.137,vert2,5252,5252
452,22,10.328,10450,TRUE,45383.517,2388.304,vert3,5470,5470
442,21,7.1984,10387,TRUE,44229.625,2077.632,vert1,5213,5213
442,21,7.1984,10387,TRUE,44418.983,2189.978,vert2,5216,5216
442,21,7.1984,10387,TRUE,44152.59,2244.667,vert3,5217,5217
438,22,6.2384,10024,TRUE,43763.498,2298.007,vert1,4974,4974
438,22,6.2384,10024,TRUE,43844.032,2136.026,vert2,5210,5210
438,22,6.2384,10024,TRUE,43971.518,2369.627,vert3,5218,5218
437,24,6.2264,10023,TRUE,43763.498,2298.007,vert1,4974,4974
437,24,6.2264,10023,TRUE,43813.785,2577.021,vert2,5209,5209
437,24,6.2264,10023,TRUE,43678.344,2457.394,vert3,5410,5410
437,21,5.8909,10020,TRUE,43763.498,2298.007,vert1,4974,4974
437,21,5.8909,10020,TRUE,43613.271,2117.911,vert2,4975,4975
437,21,5.8909,10020,TRUE,43844.032,2136.026,vert3,5210,5210
451,21,9.8518,10449,TRUE,45241.398,2114.45,vert1,5235,5235
451,21,9.8518,10449,TRUE,45051.545,2114.3,vert2,5244,5244
451,21,9.8518,10449,TRUE,45146.282,2354.137,vert3,5252,5252
451,24,10.154,10509,TRUE,45146.282,2354.137,vert1,5252,5252
451,24,10.154,10509,TRUE,45142.682,2578.394,vert2,5266,5266
451,24,10.154,10509,TRUE,45293.798,2522.243,vert3,5424,5424
447,21,8.551,10402,TRUE,44709.285,2066.65,vert1,5219,5219
447,21,8.551,10402,TRUE,44598.998,2210.381,vert2,5224,5224
447,21,8.551,10402,TRUE,44884.415,2204.365,vert3,5268,5268
445,22,7.9706,10389,TRUE,44532.231,2378.797,vert1,5214,5214
445,22,7.9706,10389,TRUE,44418.983,2189.978,vert2,5216,5216
445,22,7.9706,10389,TRUE,44598.998,2210.381,vert3,5224,5224
449,21,9.0117,10446,TRUE,44884.557,2023.972,vert1,5233,5233
449,21,9.0117,10446,TRUE,45051.545,2114.3,vert2,5244,5244
449,21,9.0117,10446,TRUE,44884.415,2204.365,vert3,5268,5268
448,23,9.1062,10448,TRUE,44721.581,2356.421,vert1,5234,5234
448,23,9.1062,10448,TRUE,44898.829,2426.689,vert2,5261,5261
448,23,9.1062,10448,TRUE,44884.415,2204.365,vert3,5268,5268
457,21,11.908,10532,TRUE,45860.205,2129.825,vert1,5262,5262
457,21,11.908,10532,TRUE,45832.682,2285.186,vert2,5265,5265
457,21,11.908,10532,TRUE,45682.482,2178.458,vert3,5422,5422
457,21,11.908,10534,TRUE,45860.205,2129.825,vert1,5262,5262
457,21,11.908,10534,TRUE,45682.482,2178.458,vert2,5422,5422
457,21,11.908,10534,TRUE,45733.351,1994.331,vert3,6118,6118
458,22,12.288,10533,TRUE,45860.205,2129.825,vert1,5262,5262
458,22,12.288,10533,TRUE,45832.682,2285.186,vert2,5265,5265
458,22,12.288,10533,TRUE,46009.019,2236.307,vert3,5458,5458
461,22,13.516,10962,TRUE,46009.019,2236.307,vert1,5458,5458
461,22,13.516,10962,TRUE,46253.012,2443.082,vert2,5509,5509
461,22,13.516,10962,TRUE,46198.844,2152.34,vert3,5588,5588
459,23,12.635,10455,TRUE,45935.475,2404.887,vert1,5236,5236
459,23,12.635,10455,TRUE,45832.682,2285.186,vert2,5265,5265
459,23,12.635,10455,TRUE,46009.019,2236.307,vert3,5458,5458
464,22,14.583,11185,TRUE,46404.422,2123.672,vert1,5573,5573
464,22,14.583,11185,TRUE,46528.352,2277.037,vert2,5586,5586
464,22,14.583,11185,TRUE,46350.731,2293.813,vert3,5587,5587
467,25,16.062,11145,TRUE,46694.994,2382.441,vert1,5551,5551
467,25,16.062,11145,TRUE,46669.433,2626.315,vert2,5574,5574
467,25,16.062,11145,TRUE,46835.222,2520.415,vert3,5604,5604
474,23,19.215,11311,TRUE,47394.758,2292.777,vert1,5632,5632
474,23,19.215,11311,TRUE,47403.884,2471.8,vert2,5641,5641
474,23,19.215,11311,TRUE,47565.111,2373.837,vert3,5644,5644
472,24,18.466,11255,TRUE,47232.805,2525.322,vert1,5606,5606
472,24,18.466,11255,TRUE,47256.786,2369.356,vert2,5639,5639
472,24,18.466,11255,TRUE,47403.884,2471.8,vert3,5641,5641
470,22,17.048,11225,TRUE,47111.743,2307.203,vert1,5593,5593
470,22,17.048,11225,TRUE,46893.861,2292.163,vert2,5594,5594
470,22,17.048,11225,TRUE,47016.173,2105.98,vert3,5603,5603
469,24,16.779,11231,TRUE,46893.861,2292.163,vert1,5594,5594
469,24,16.779,11231,TRUE,46835.222,2520.415,vert2,5604,5604
469,24,16.779,11231,TRUE,46996.905,2444.186,vert3,5605,5605
471,22,17.518,11227,TRUE,47111.743,2307.203,vert1,5593,5593
471,22,17.518,11227,TRUE,47016.173,2105.98,vert2,5603,5603
471,22,17.518,11227,TRUE,47247.661,2190.333,vert3,5640,5640
473,22,18.43,11309,TRUE,47394.758,2292.777,vert1,5632,5632
473,22,18.43,11309,TRUE,47256.786,2369.356,vert2,5639,5639
473,22,18.43,11309,TRUE,47247.661,2190.333,vert3,5640,5640
455,24,11.477,10972,TRUE,45695.022,2362.288,vert1,5461,5461
455,24,11.477,10972,TRUE,45582.646,2521.703,vert2,5469,5469
455,24,11.477,10972,TRUE,45383.517,2388.304,vert3,5470,5470
457,22,11.711,10544,TRUE,45832.682,2285.186,vert1,5265,5265
457,22,11.711,10544,TRUE,45682.482,2178.458,vert2,5422,5422
457,22,11.711,10544,TRUE,45695.022,2362.288,vert3,5461,5461
472,23,17.962,11229,TRUE,47111.743,2307.203,vert1,5593,5593
472,23,17.962,11229,TRUE,47232.805,2525.322,vert2,5606,5606
472,23,17.962,11229,TRUE,47256.786,2369.356,vert3,5639,5639
472,22,18.074,11230,TRUE,47111.743,2307.203,vert1,5593,5593
472,22,18.074,11230,TRUE,47256.786,2369.356,vert2,5639,5639
472,22,18.074,11230,TRUE,47247.661,2190.333,vert3,5640,5640
466,22,15.612,11146,TRUE,46694.994,2382.441,vert1,5551,5551
466,22,15.612,11146,TRUE,46528.352,2277.037,vert2,5586,5586
466,22,15.612,11146,TRUE,46709.285,2175.415,vert3,5591,5591
467,22,15.955,11147,TRUE,46694.994,2382.441,vert1,5551,5551
467,22,15.955,11147,TRUE,46709.285,2175.415,vert2,5591,5591
467,22,15.955,11147,TRUE,46893.861,2292.163,vert3,5594,5594
460,23,13.062,10459,TRUE,45935.475,2404.887,vert1,5236,5236
460,23,13.062,10459,TRUE,46009.019,2236.307,vert2,5458,5458
460,23,13.062,10459,TRUE,46087.11,2483.285,vert3,5489,5489
461,25,13.916,11029,TRUE,46087.11,2483.285,vert1,5489,5489
461,25,13.916,11029,TRUE,46253.012,2443.082,vert2,5509,5509
461,25,13.916,11029,TRUE,46166.167,2632.892,vert3,5516,5516
464,26,15.087,10937,TRUE,46334.887,2645.782,vert1,5447,5447
464,26,15.087,10937,TRUE,46481.665,2468.609,vert2,5566,5566
464,26,15.087,10937,TRUE,46503.816,2664.505,vert3,5595,5595
464,23,14.858,11167,TRUE,46481.665,2468.609,vert1,5566,5566
464,23,14.858,11167,TRUE,46528.352,2277.037,vert2,5586,5586
464,23,14.858,11167,TRUE,46350.731,2293.813,vert3,5587,5587
454,25,11.29,10824,TRUE,45417.553,2625.557,vert1,5414,5414
454,25,11.29,10824,TRUE,45582.646,2521.703,vert2,5469,5469
454,25,11.29,10824,TRUE,45383.517,2388.304,vert3,5470,5470
452,24,10.458,10510,TRUE,45146.282,2354.137,vert1,5252,5252
452,24,10.458,10510,TRUE,45293.798,2522.243,vert2,5424,5424
452,24,10.458,10510,TRUE,45383.517,2388.304,vert3,5470,5470
443,22,7.3943,10400,TRUE,44418.983,2189.978,vert1,5216,5216
443,22,7.3943,10400,TRUE,44152.59,2244.667,vert2,5217,5217
443,22,7.3943,10400,TRUE,44352.272,2358.36,vert3,5220,5220
444,23,7.7523,10388,TRUE,44532.231,2378.797,vert1,5214,5214
444,23,7.7523,10388,TRUE,44418.983,2189.978,vert2,5216,5216
444,23,7.7523,10388,TRUE,44352.272,2358.36,vert3,5220,5220
447,22,8.6961,10417,TRUE,44598.998,2210.381,vert1,5224,5224
447,22,8.6961,10417,TRUE,44721.581,2356.421,vert2,5234,5234
447,22,8.6961,10417,TRUE,44884.415,2204.365,vert3,5268,5268
447,24,9.012,10447,TRUE,44721.581,2356.421,vert1,5234,5234
447,24,9.012,10447,TRUE,44647.628,2542.963,vert2,5247,5247
447,24,9.012,10447,TRUE,44898.829,2426.689,vert3,5261,5261
441,23,6.9935,10395,TRUE,44184.211,2425.873,vert1,5215,5215
441,23,6.9935,10395,TRUE,44152.59,2244.667,vert2,5217,5217
441,23,6.9935,10395,TRUE,43971.518,2369.627,vert3,5218,5218
439,25,6.7448,10379,TRUE,43813.785,2577.021,vert1,5209,5209
439,25,6.7448,10379,TRUE,43971.518,2369.627,vert2,5218,5218
439,25,6.7448,10379,TRUE,44035.656,2557.357,vert3,5229,5229
436,25,6.1499,10378,TRUE,43530.696,2561.584,vert1,5208,5208
436,25,6.1499,10378,TRUE,43813.785,2577.021,vert2,5209,5209
436,25,6.1499,10378,TRUE,43678.344,2457.394,vert3,5410,5410
434,24,5.6642,10029,TRUE,43499.269,2365.709,vert1,4977,4977
434,24,5.6642,10029,TRUE,43325.563,2456.41,vert2,5205,5205
434,24,5.6642,10029,TRUE,43530.696,2561.584,vert3,5208,5208
440,24,6.9572,10397,TRUE,44184.211,2425.873,vert1,5215,5215
440,24,6.9572,10397,TRUE,43971.518,2369.627,vert2,5218,5218
440,24,6.9572,10397,TRUE,44035.656,2557.357,vert3,5229,5229
442,23,7.2124,10396,TRUE,44184.211,2425.873,vert1,5215,5215
442,23,7.2124,10396,TRUE,44152.59,2244.667,vert2,5217,5217
442,23,7.2124,10396,TRUE,44352.272,2358.36,vert3,5220,5220
429,25,4.3296,9481,TRUE,42843.932,2388.18,vert1,4533,4533
429,25,4.3296,9481,TRUE,42886.543,2683.671,vert2,4539,4539
429,25,4.3296,9481,TRUE,43002.511,2488.336,vert3,4545,4545
427,23,3.8884,9478,TRUE,42843.932,2388.18,vert1,4533,4533
427,23,3.8884,9478,TRUE,42673.974,2474.04,vert2,4537,4537
427,23,3.8884,9478,TRUE,42687.303,2289.282,vert3,4538,4538
433,23,5.2632,9503,TRUE,43240.335,2279.955,vert1,4542,4542
433,23,5.2632,9503,TRUE,43499.269,2365.709,vert2,4977,4977
433,23,5.2632,9503,TRUE,43325.563,2456.41,vert3,5205,5205
436,22,5.6883,10019,TRUE,43763.498,2298.007,vert1,4974,4974
436,22,5.6883,10019,TRUE,43613.271,2117.911,vert2,4975,4975
436,22,5.6883,10019,TRUE,43499.269,2365.709,vert3,4977,4977
425,22,3.4767,9441,TRUE,42590.018,2131.647,vert1,4517,4517
425,22,3.4767,9441,TRUE,42687.303,2289.282,vert2,4538,4538
425,22,3.4767,9441,TRUE,42473.857,2264.038,vert3,4989,4989
415,26,2.6894,5581,TRUE,41416.733,2628.929,vert1,2498,2498
415,26,2.6894,5581,TRUE,41598.93,2536.129,vert2,3727,3727
415,26,2.6894,5581,TRUE,41609.886,2782.894,vert3,3728,3728
423,25,3.3579,9461,TRUE,42208.061,2580.453,vert1,4526,4526
423,25,3.3579,9461,TRUE,42374.871,2564.511,vert2,4530,4530
423,25,3.3579,9461,TRUE,42317.625,2360.83,vert3,4988,4988
416,26,2.7669,2608,TRUE,41788.635,2612.418,vert1,1181,1181
416,26,2.7669,2608,TRUE,41598.93,2536.129,vert2,3727,3727
416,26,2.7669,2608,TRUE,41609.886,2782.894,vert3,3728,3728
423,24,3.457,9463,TRUE,42486.682,2439.697,vert1,4528,4528
423,24,3.457,9463,TRUE,42374.871,2564.511,vert2,4530,4530
423,24,3.457,9463,TRUE,42317.625,2360.83,vert3,4988,4988
424,25,3.8066,9462,TRUE,42486.682,2439.697,vert1,4528,4528
424,25,3.8066,9462,TRUE,42374.871,2564.511,vert2,4530,4530
424,25,3.8066,9462,TRUE,42590.488,2645.177,vert3,4531,4531
405,23,1.7778,2332,TRUE,40486.933,2220.665,vert1,1089,1089
405,23,1.7778,2332,TRUE,40431.668,2516.546,vert2,1094,1094
405,23,1.7778,2332,TRUE,40648.553,2307.833,vert3,1182,1182
405,25,2.1431,2352,TRUE,40431.668,2516.546,vert1,1094,1094
405,25,2.1431,2352,TRUE,40611.107,2701.982,vert2,2522,2522
405,25,2.1431,2352,TRUE,40587.96,2544.844,vert3,3736,3736
396,24,1.8164,5629,TRUE,39740.768,2367.363,vert1,2527,2527
396,24,1.8164,5629,TRUE,39617.001,2521.509,vert2,2537,2537
396,24,1.8164,5629,TRUE,39563.46,2351.759,vert3,2540,2540
397,25,2.059,5572,TRUE,39757.571,2660.502,vert1,2490,2490
397,25,2.059,5572,TRUE,39814.361,2510.195,vert2,2536,2536
397,25,2.059,5572,TRUE,39617.001,2521.509,vert3,2537,2537
397,24,1.8845,5628,TRUE,39740.768,2367.363,vert1,2527,2527
397,24,1.8845,5628,TRUE,39814.361,2510.195,vert2,2536,2536
397,24,1.8845,5628,TRUE,39617.001,2521.509,vert3,2537,2537
395,20,1.3756,5667,TRUE,39611.098,2150.279,vert1,2542,2542
395,20,1.3756,5667,TRUE,39448.327,2051.283,vert2,2543,2543
395,20,1.3756,5667,TRUE,39565.87,1948.029,vert3,3773,3773
398,22,1.5714,2340,TRUE,39931.864,2144.44,vert1,1091,1091
398,22,1.5714,2340,TRUE,39923.121,2374.74,vert2,2535,2535
398,22,1.5714,2340,TRUE,39772.461,2201.163,vert3,2554,2554
403,26,2.1639,2349,TRUE,40431.668,2516.546,vert1,1094,1094
403,26,2.1639,2349,TRUE,40208.329,2555.798,vert2,1178,1178
403,26,2.1639,2349,TRUE,40356.348,2743.002,vert3,1180,1180
407,23,1.8056,2364,TRUE,40729.453,2472.68,vert1,1099,1099
407,23,1.8056,2364,TRUE,40648.553,2307.833,vert2,1182,1182
407,23,1.8056,2364,TRUE,40831.999,2316.017,vert3,1243,1243
410,25,2.1167,2625,TRUE,41079.206,2471.897,vert1,1186,1186
410,25,2.1167,2625,TRUE,41152.907,2634.835,vert2,1245,1245
410,25,2.1167,2625,TRUE,40904.41,2507.998,vert3,3733,3733
403,24,1.9156,2348,TRUE,40431.668,2516.546,vert1,1094,1094
403,24,1.9156,2348,TRUE,40309.107,2352.66,vert2,1095,1095
403,24,1.9156,2348,TRUE,40208.329,2555.798,vert3,1178,1178
402,21,1.5677,1829,TRUE,40201.358,2178.677,vert1,891,891
402,21,1.5677,1829,TRUE,40370.015,2070.242,vert2,892,892
402,21,1.5677,1829,TRUE,40309.107,2352.66,vert3,1095,1095
399,23,1.629,2339,TRUE,39931.864,2144.44,vert1,1091,1091
399,23,1.629,2339,TRUE,40104.467,2354.22,vert2,1184,1184
399,23,1.629,2339,TRUE,39923.121,2374.74,vert3,2535,2535
402,22,1.6579,1831,TRUE,40201.358,2178.677,vert1,891,891
402,22,1.6579,1831,TRUE,40309.107,2352.66,vert2,1095,1095
402,22,1.6579,1831,TRUE,40104.467,2354.22,vert3,1184,1184
394,21,1.4871,5654,TRUE,39424.668,2240.32,vert1,2538,2538
394,21,1.4871,5654,TRUE,39611.098,2150.279,vert2,2542,2542
